FactID,AttritionFlag,MonthlyIncome,YearsAtCompany,PerformanceRating,DistanceFromHome,DepartmentName,JobRoleName,Age,Gender,MaritalStatus,EducationField,RiskLevel
2813,0,9713.00,5,3,4,Sales,Sales Executive,34,Male,Married,Life Sciences,Low
2625,0,19658.00,5,3,26,Human Resources,Manager,47,Female,Married,Life Sciences,Low
2039,1,19859.00,5,3,2,Research & Development,Manager,55,Male,Married,Medical,Low
1636,0,19926.00,5,3,11,Research & Development,Manager,50,Female,Single,Life Sciences,Low
2322,0,19943.00,5,3,4,Research & Development,Manager,56,Female,Divorced,Technical Degree,Low
1634,0,9439.00,5,3,24,Research & Development,Healthcare Representative,57,Male,Divorced,Life Sciences,Low
2482,0,9278.00,5,3,3,Sales,Sales Executive,36,Female,Single,Marketing,Low
2417,1,9094.00,5,3,25,Sales,Sales Executive,40,Male,Single,Marketing,Low
2919,0,8938.00,5,3,3,Sales,Sales Executive,41,Male,Divorced,Life Sciences,Low
2300,1,8224.00,5,3,9,Sales,Sales Executive,33,Female,Single,Marketing,Low
1877,0,7969.00,5,3,3,Research & Development,Manufacturing Director,52,Male,Married,Medical,Low
2718,0,8346.00,5,3,5,Sales,Sales Executive,31,Male,Married,Technical Degree,Low
2512,0,8463.00,5,3,5,Sales,Sales Executive,28,Male,Single,Medical,Low
1586,0,7428.00,5,3,3,Sales,Sales Executive,37,Male,Single,Life Sciences,Low
1970,0,7104.00,5,3,8,Sales,Sales Executive,33,Male,Divorced,Marketing,Low
2632,0,7756.00,5,3,2,Research & Development,Manufacturing Director,38,Female,Married,Medical,Low
2654,0,6842.00,5,4,3,Research & Development,Healthcare Representative,36,Male,Divorced,Life Sciences,Low
2355,0,6852.00,5,3,10,Sales,Sales Executive,40,Female,Divorced,Technical Degree,Low
2165,0,6949.00,5,3,1,Research & Development,Healthcare Representative,33,Female,Single,Life Sciences,Low
1744,0,6502.00,5,3,6,Sales,Sales Executive,37,Male,Married,Medical,Low
2770,0,6513.00,5,3,1,Research & Development,Healthcare Representative,40,Female,Divorced,Life Sciences,Low
2037,1,6397.00,5,3,27,Sales,Sales Executive,47,Female,Single,Life Sciences,Low
1946,0,6272.00,5,4,28,Sales,Sales Executive,26,Male,Married,Marketing,Low
1802,0,6349.00,5,3,1,Sales,Sales Executive,27,Male,Married,Marketing,Low
2287,0,6782.00,5,3,9,Research & Development,Laboratory Technician,39,Male,Single,Life Sciences,Low
2859,0,6667.00,5,3,15,Research & Development,Healthcare Representative,32,Female,Divorced,Medical,Low
1873,0,6577.00,5,3,12,Sales,Sales Executive,30,Female,Single,Technical Degree,Low
2829,0,6583.00,5,3,10,Sales,Sales Executive,31,Female,Divorced,Medical,Low
2528,1,5765.00,5,3,13,Sales,Sales Executive,29,Female,Single,Technical Degree,Low
1858,0,5715.00,5,3,2,Sales,Sales Executive,40,Female,Divorced,Marketing,Low
2088,0,5933.00,5,3,4,Research & Development,Healthcare Representative,44,Male,Single,Medical,Low
2643,0,5869.00,5,3,10,Sales,Sales Executive,29,Male,Single,Medical,Low
1881,0,6091.00,5,4,2,Research & Development,Manufacturing Director,30,Female,Single,Life Sciences,Low
2457,0,6120.00,5,3,21,Sales,Sales Executive,39,Male,Married,Life Sciences,Low
1817,0,6032.00,5,3,6,Research & Development,Manufacturing Director,41,Male,Single,Medical,Low
2143,0,6244.00,5,3,14,Sales,Sales Executive,42,Female,Single,Medical,Low
2594,0,6142.00,5,3,10,Research & Development,Healthcare Representative,35,Female,Single,Medical,Low
2020,0,6142.00,5,3,8,Research & Development,Healthcare Representative,34,Female,Single,Medical,Low
2046,0,5485.00,5,3,19,Research & Development,Manufacturing Director,54,Female,Divorced,Medical,Low
2851,0,5561.00,5,3,18,Sales,Sales Executive,35,Male,Married,Medical,Low
1779,0,5660.00,5,3,1,Research & Development,Healthcare Representative,58,Male,Divorced,Life Sciences,Low
2174,0,5666.00,5,3,10,Sales,Sales Executive,38,Female,Single,Technical Degree,Low
2121,0,5562.00,5,3,1,Research & Development,Healthcare Representative,43,Female,Married,Life Sciences,Low
2615,0,5332.00,5,3,2,Sales,Sales Executive,31,Male,Single,Other,Low
1849,1,5304.00,5,3,19,Sales,Sales Executive,34,Male,Single,Marketing,Low
2858,0,5373.00,5,3,1,Research & Development,Healthcare Representative,29,Male,Married,Life Sciences,Low
1510,0,5376.00,5,3,1,Sales,Sales Executive,33,Female,Married,Life Sciences,Low
1899,0,5070.00,5,3,2,Research & Development,Manufacturing Director,47,Female,Divorced,Medical,Low
2097,0,5175.00,5,3,8,Research & Development,Research Scientist,32,Female,Married,Medical,Low
2125,0,5204.00,5,3,2,Human Resources,Human Resources,39,Female,Married,Life Sciences,Low
1668,0,5265.00,5,3,21,Research & Development,Manufacturing Director,42,Female,Divorced,Medical,Low
2646,0,5295.00,5,4,12,Research & Development,Manufacturing Director,39,Male,Married,Medical,Low
2710,0,5238.00,5,4,24,Research & Development,Manufacturing Director,31,Female,Single,Technical Degree,Low
2114,0,5231.00,5,3,3,Research & Development,Laboratory Technician,42,Female,Married,Life Sciences,Low
2686,0,4930.00,5,3,2,Research & Development,Research Scientist,35,Male,Single,Medical,Medium
2100,0,4936.00,5,3,8,Human Resources,Human Resources,28,Male,Divorced,Medical,Low
2904,0,4907.00,5,4,8,Sales,Sales Executive,25,Female,Divorced,Other,Medium
1593,1,4963.00,5,3,14,Research & Development,Research Scientist,56,Female,Married,Life Sciences,Low
2291,0,4968.00,5,3,11,Sales,Sales Executive,35,Male,Divorced,Marketing,Low
1645,0,5006.00,5,3,4,Sales,Sales Executive,45,Female,Divorced,Life Sciences,Low
2538,0,4591.00,5,3,14,Sales,Sales Executive,47,Female,Married,Medical,Medium
1880,0,4556.00,5,3,29,Research & Development,Research Scientist,42,Female,Divorced,Life Sciences,Medium
2780,0,4684.00,5,3,10,Sales,Sales Executive,26,Male,Single,Medical,Medium
2603,0,4639.00,5,3,14,Sales,Sales Executive,40,Female,Married,Life Sciences,Medium
2169,0,4601.00,5,3,18,Sales,Sales Executive,35,Female,Married,Medical,Medium
2622,0,4877.00,5,4,27,Research & Development,Manufacturing Director,28,Female,Divorced,Medical,Medium
2583,1,4855.00,5,3,2,Research & Development,Manufacturing Director,38,Male,Married,Medical,Medium
1932,0,4859.00,5,3,1,Sales,Sales Executive,35,Female,Single,Medical,Medium
2925,0,4850.00,5,3,20,Sales,Sales Executive,45,Female,Single,Life Sciences,Medium
1780,0,4821.00,5,3,5,Research & Development,Research Scientist,31,Male,Married,Technical Degree,Medium
1755,0,4741.00,5,3,11,Research & Development,Healthcare Representative,26,Male,Married,Medical,Medium
2455,0,4724.00,5,3,26,Sales,Sales Executive,28,Male,Married,Life Sciences,Medium
2847,0,4771.00,5,3,9,Research & Development,Research Scientist,38,Male,Divorced,Life Sciences,Medium
1695,0,4345.00,5,3,1,Research & Development,Manufacturing Director,31,Male,Married,Medical,Medium
2562,0,4320.00,5,3,25,Research & Development,Manufacturing Director,33,Male,Single,Life Sciences,Medium
2306,0,4323.00,5,3,8,Human Resources,Human Resources,35,Male,Single,Technical Degree,Medium
1555,0,4325.00,5,3,1,Research & Development,Manufacturing Director,34,Male,Married,Medical,Medium
2109,0,4256.00,5,3,4,Sales,Sales Executive,25,Male,Married,Marketing,Medium
2815,0,4284.00,5,4,7,Research & Development,Research Scientist,37,Male,Married,Medical,Medium
1851,0,4260.00,5,3,10,Sales,Sales Executive,24,Female,Divorced,Marketing,Medium
1568,0,4221.00,5,3,4,Sales,Sales Executive,28,Male,Married,Medical,Medium
1901,0,4230.00,5,3,22,Research & Development,Laboratory Technician,35,Male,Single,Life Sciences,Medium
1611,1,4200.00,5,4,9,Research & Development,Laboratory Technician,32,Female,Single,Medical,Medium
2827,0,4393.00,5,4,8,Sales,Sales Executive,41,Female,Married,Marketing,Medium
2688,0,4401.00,5,3,9,Research & Development,Research Scientist,24,Male,Married,Medical,Medium
2093,0,4403.00,5,3,13,Sales,Sales Executive,32,Male,Divorced,Life Sciences,Medium
1868,0,4487.00,5,3,4,Sales,Sales Executive,25,Female,Single,Life Sciences,Medium
2725,0,4507.00,5,3,11,Sales,Sales Executive,49,Female,Single,Marketing,Medium
1867,0,4522.00,5,3,8,Research & Development,Healthcare Representative,43,Female,Divorced,Other,Medium
1791,0,4478.00,5,3,2,Sales,Sales Executive,27,Male,Single,Life Sciences,Medium
2877,0,4440.00,5,3,10,Research & Development,Manufacturing Director,54,Female,Single,Medical,Medium
2105,0,4194.00,5,3,3,Sales,Sales Executive,25,Male,Married,Other,Medium
2747,0,4189.00,5,3,9,Sales,Sales Executive,37,Male,Married,Marketing,Medium
2496,0,4162.00,5,3,4,Sales,Sales Executive,24,Female,Married,Medical,Medium
2094,0,3761.00,5,3,5,Research & Development,Research Scientist,30,Male,Divorced,Life Sciences,Medium
2672,1,3989.00,5,3,8,Research & Development,Laboratory Technician,23,Male,Single,Medical,Medium
2252,0,3955.00,5,3,1,Research & Development,Laboratory Technician,26,Male,Married,Medical,Medium
2411,1,3904.00,5,3,23,Research & Development,Research Scientist,39,Male,Single,Medical,Medium
2537,0,3838.00,5,3,4,Research & Development,Laboratory Technician,33,Female,Married,Medical,Medium
2931,0,3785.00,5,3,28,Research & Development,Research Scientist,29,Female,Single,Medical,Medium
1673,0,3815.00,5,3,10,Research & Development,Research Scientist,34,Male,Divorced,Medical,Medium
1844,0,3816.00,5,3,1,Research & Development,Laboratory Technician,27,Male,Divorced,Medical,Medium
2698,0,3477.00,5,3,2,Research & Development,Laboratory Technician,31,Male,Married,Life Sciences,Medium
1730,1,3479.00,5,3,29,Research & Development,Laboratory Technician,31,Male,Single,Medical,Medium
1835,0,3452.00,5,4,10,Research & Development,Laboratory Technician,37,Female,Married,Medical,Medium
2697,0,3433.00,5,3,10,Research & Development,Research Scientist,32,Male,Married,Life Sciences,Medium
2517,0,3420.00,5,3,20,Research & Development,Research Scientist,44,Male,Single,Life Sciences,Medium
1492,1,3407.00,5,4,9,Sales,Sales Representative,36,Male,Single,Life Sciences,Medium
2743,0,3702.00,5,3,6,Research & Development,Laboratory Technician,38,Female,Married,Other,Medium
2014,0,3708.00,5,3,24,Research & Development,Laboratory Technician,44,Male,Single,Medical,Medium
2334,0,3600.00,5,3,2,Human Resources,Human Resources,33,Male,Married,Human Resources,Medium
2498,0,3294.00,5,3,1,Research & Development,Laboratory Technician,34,Female,Married,Life Sciences,Medium
1760,0,3310.00,5,4,8,Research & Development,Research Scientist,28,Female,Single,Life Sciences,Medium
2058,0,3149.00,5,4,11,Research & Development,Laboratory Technician,52,Female,Married,Life Sciences,Medium
2111,0,3162.00,5,3,4,Research & Development,Laboratory Technician,24,Male,Married,Life Sciences,Medium
2513,0,3162.00,5,3,5,Research & Development,Laboratory Technician,44,Male,Single,Life Sciences,Medium
2290,0,3201.00,5,3,2,Research & Development,Research Scientist,28,Male,Married,Life Sciences,Medium
1885,1,3202.00,5,3,1,Sales,Sales Representative,24,Female,Single,Technical Degree,Medium
1641,0,3058.00,5,3,17,Research & Development,Research Scientist,27,Male,Married,Technical Degree,Medium
2471,0,2950.00,5,3,8,Research & Development,Laboratory Technician,52,Female,Married,Other,Medium
1640,0,3038.00,5,4,6,Research & Development,Research Scientist,32,Male,Single,Life Sciences,Medium
2723,0,2932.00,5,3,2,Research & Development,Research Scientist,34,Male,Married,Medical,Medium
2243,0,2942.00,5,3,9,Research & Development,Research Scientist,56,Female,Married,Medical,Medium
2690,0,2974.00,5,3,9,Research & Development,Laboratory Technician,29,Female,Married,Medical,Medium
2119,0,2973.00,5,3,21,Sales,Sales Representative,37,Female,Married,Medical,Medium
1483,0,2911.00,5,3,26,Research & Development,Research Scientist,31,Male,Divorced,Life Sciences,Medium
2854,0,2810.00,5,4,9,Research & Development,Laboratory Technician,36,Male,Married,Life Sciences,Medium
1731,0,2794.00,5,4,7,Research & Development,Laboratory Technician,32,Male,Married,Life Sciences,Medium
2048,0,2782.00,5,3,10,Research & Development,Research Scientist,37,Female,Divorced,Life Sciences,Medium
2891,0,2782.00,5,4,1,Research & Development,Research Scientist,41,Male,Married,Life Sciences,Medium
1584,0,2774.00,5,3,18,Research & Development,Laboratory Technician,24,Male,Married,Life Sciences,Medium
2734,0,2766.00,5,4,12,Research & Development,Laboratory Technician,42,Male,Divorced,Medical,Medium
1617,0,2720.00,5,3,2,Research & Development,Laboratory Technician,30,Male,Single,Medical,Medium
2077,0,2553.00,5,3,16,Research & Development,Research Scientist,34,Female,Single,Life Sciences,Medium
1859,0,2576.00,5,3,1,Research & Development,Laboratory Technician,42,Female,Divorced,Life Sciences,Low
2936,0,2571.00,5,3,23,Research & Development,Laboratory Technician,36,Male,Married,Medical,Low
1633,0,2713.00,5,3,21,Research & Development,Research Scientist,28,Male,Married,Medical,Low
1542,0,2703.00,5,4,2,Research & Development,Research Scientist,29,Male,Married,Life Sciences,Low
2773,0,2705.00,5,3,23,Research & Development,Laboratory Technician,35,Male,Married,Medical,Low
1506,0,2645.00,5,3,2,Research & Development,Research Scientist,43,Female,Divorced,Medical,Low
2879,0,2647.00,5,3,12,Research & Development,Laboratory Technician,23,Male,Single,Other,Low
1614,0,2632.00,5,3,18,Research & Development,Research Scientist,30,Female,Single,Life Sciences,Low
1685,1,2657.00,5,3,3,Research & Development,Research Scientist,30,Female,Single,Technical Degree,Low
2807,0,2662.00,5,4,2,Research & Development,Research Scientist,55,Male,Married,Technical Degree,Low
1705,1,2436.00,5,3,14,Research & Development,Laboratory Technician,33,Male,Married,Medical,Low
1481,0,2426.00,5,3,16,Research & Development,Laboratory Technician,35,Male,Married,Medical,Low
2571,0,2430.00,5,4,28,Sales,Sales Representative,35,Female,Married,Life Sciences,Low
2373,0,2517.00,5,3,4,Research & Development,Research Scientist,27,Male,Divorced,Life Sciences,Low
2104,0,2342.00,5,4,8,Human Resources,Human Resources,36,Male,Married,Life Sciences,Low
2750,1,2342.00,5,3,1,Research & Development,Research Scientist,44,Male,Divorced,Medical,Low
1596,0,2368.00,5,3,6,Research & Development,Research Scientist,26,Female,Married,Other,Low
2788,0,2379.00,5,3,5,Research & Development,Laboratory Technician,27,Female,Single,Life Sciences,Low
2824,1,2307.00,5,4,16,Research & Development,Research Scientist,34,Male,Married,Technical Degree,Low
2737,0,2289.00,5,4,9,Research & Development,Laboratory Technician,41,Male,Divorced,Life Sciences,Low
1619,0,2238.00,5,4,9,Research & Development,Laboratory Technician,41,Male,Married,Life Sciences,Low
2184,0,2270.00,5,3,1,Research & Development,Laboratory Technician,45,Female,Divorced,Medical,Low
2070,0,2143.00,5,3,13,Human Resources,Human Resources,36,Male,Married,Human Resources,Low
2852,0,2144.00,5,3,16,Research & Development,Research Scientist,28,Male,Single,Medical,Low
2563,0,2132.00,5,4,28,Research & Development,Research Scientist,45,Male,Married,Technical Degree,Low
2191,1,2132.00,5,3,22,Research & Development,Research Scientist,30,Female,Married,Life Sciences,Low
2768,1,2148.00,5,3,20,Human Resources,Human Resources,26,Female,Married,Medical,Low
2330,0,2168.00,5,3,15,Research & Development,Research Scientist,29,Female,Married,Life Sciences,Low
1956,0,2187.00,5,3,6,Research & Development,Research Scientist,27,Female,Divorced,Medical,Low
2838,0,2226.00,5,3,2,Research & Development,Research Scientist,27,Male,Married,Technical Degree,Low
2554,1,2018.00,5,3,9,Research & Development,Laboratory Technician,40,Male,Single,Life Sciences,Low
2928,0,2001.00,5,3,2,Research & Development,Research Scientist,40,Female,Married,Medical,Low
2240,0,2007.00,5,3,1,Research & Development,Research Scientist,26,Female,Divorced,Medical,Low
1664,0,2089.00,5,3,7,Research & Development,Research Scientist,43,Male,Divorced,Medical,Low
1890,0,2097.00,5,3,3,Research & Development,Laboratory Technician,30,Male,Married,Life Sciences,Low
2488,0,2099.00,5,3,11,Research & Development,Laboratory Technician,27,Male,Married,Life Sciences,Low
2754,0,2044.00,5,3,1,Research & Development,Research Scientist,28,Male,Married,Life Sciences,Low
2448,0,2029.00,5,4,26,Research & Development,Research Scientist,34,Female,Divorced,Technical Degree,Low
2535,0,2064.00,5,4,1,Human Resources,Human Resources,30,Male,Divorced,Life Sciences,Low
1743,0,2070.00,5,4,9,Research & Development,Research Scientist,28,Male,Married,Medical,Low
1688,1,2058.00,6,3,1,Research & Development,Research Scientist,29,Male,Single,Technical Degree,Low
2230,0,2177.00,6,3,24,Human Resources,Human Resources,45,Male,Single,Medical,Low
1733,0,2176.00,6,3,2,Research & Development,Laboratory Technician,32,Male,Single,Technical Degree,Low
2612,0,2141.00,6,3,7,Research & Development,Research Scientist,30,Male,Married,Medical,Low
1723,0,2340.00,6,3,15,Research & Development,Research Scientist,29,Male,Single,Life Sciences,Low
2115,0,2356.00,6,3,11,Research & Development,Research Scientist,31,Male,Married,Life Sciences,Low
2091,0,2559.00,6,3,27,Research & Development,Research Scientist,35,Female,Single,Medical,Low
2727,0,2468.00,6,3,2,Research & Development,Laboratory Technician,38,Female,Married,Medical,Low
1945,0,2725.00,6,3,23,Research & Development,Research Scientist,24,Male,Married,Medical,Low
2328,1,2936.00,6,3,10,Research & Development,Research Scientist,44,Male,Single,Life Sciences,Low
2791,0,2936.00,6,4,10,Research & Development,Research Scientist,42,Male,Married,Technical Degree,Low
1950,1,2886.00,6,3,7,Research & Development,Laboratory Technician,24,Female,Married,Life Sciences,Low
2897,0,2837.00,6,3,29,Research & Development,Laboratory Technician,32,Female,Single,Life Sciences,Low
1552,0,2859.00,6,3,1,Research & Development,Research Scientist,35,Male,Single,Medical,Low
2871,0,2991.00,6,3,1,Human Resources,Human Resources,38,Male,Married,Other,Low
2460,0,2996.00,6,3,4,Research & Development,Research Scientist,37,Male,Married,Life Sciences,Low
2339,0,3196.00,6,3,19,Research & Development,Laboratory Technician,28,Male,Married,Medical,Low
1853,1,3102.00,6,4,3,Research & Development,Research Scientist,26,Male,Single,Technical Degree,Low
1487,0,3298.00,6,3,5,Research & Development,Research Scientist,32,Male,Divorced,Life Sciences,Low
2493,0,3500.00,6,3,5,Research & Development,Laboratory Technician,37,Male,Single,Technical Degree,Low
1952,0,3622.00,6,3,1,Research & Development,Research Scientist,34,Male,Married,Life Sciences,Low
2639,0,3760.00,6,3,2,Research & Development,Research Scientist,24,Female,Single,Technical Degree,Low
2491,0,3420.00,6,3,1,Research & Development,Research Scientist,47,Male,Married,Technical Degree,Low
1612,0,3452.00,6,3,29,Research & Development,Research Scientist,45,Male,Single,Medical,Low
2719,0,3445.00,6,3,8,Research & Development,Research Scientist,27,Female,Single,Medical,Low
2701,0,3907.00,6,3,29,Research & Development,Laboratory Technician,24,Male,Divorced,Medical,Low
1738,0,4000.00,6,3,5,Research & Development,Healthcare Representative,25,Male,Divorced,Life Sciences,Low
2584,0,4087.00,6,3,1,Research & Development,Research Scientist,32,Male,Married,Technical Degree,Low
1884,0,4523.00,6,3,28,Research & Development,Healthcare Representative,42,Female,Married,Technical Degree,Low
1667,0,4425.00,6,3,2,Research & Development,Laboratory Technician,35,Female,Single,Medical,Low
2050,0,4381.00,6,3,2,Research & Development,Research Scientist,34,Female,Single,Medical,Low
2151,0,4678.00,6,3,7,Research & Development,Research Scientist,36,Male,Single,Other,Low
2604,0,4876.00,6,3,27,Research & Development,Laboratory Technician,43,Male,Divorced,Technical Degree,Low
1992,0,4647.00,6,4,3,Sales,Sales Executive,27,Female,Divorced,Medical,Low
2368,0,5171.00,6,3,3,Sales,Sales Executive,59,Female,Single,Life Sciences,Low
2310,0,5155.00,6,3,4,Sales,Sales Executive,42,Male,Single,Marketing,Low
2445,0,5071.00,6,4,2,Sales,Sales Executive,27,Male,Single,Life Sciences,Low
2669,0,5368.00,6,4,16,Sales,Sales Executive,33,Female,Divorced,Life Sciences,Low
1978,0,5561.00,6,3,3,Sales,Sales Executive,29,Female,Married,Medical,Low
2186,0,5488.00,6,3,1,Research & Development,Healthcare Representative,33,Female,Married,Other,Low
2660,0,5505.00,6,3,2,Sales,Sales Executive,33,Male,Divorced,Medical,Low
2459,0,5467.00,6,3,22,Research & Development,Research Scientist,41,Female,Divorced,Life Sciences,Low
2938,0,6142.00,6,4,4,Research & Development,Manufacturing Director,27,Male,Married,Life Sciences,Low
2034,0,6180.00,6,4,26,Sales,Sales Executive,25,Female,Single,Medical,Low
1471,1,5993.00,6,3,1,Sales,Sales Executive,41,Female,Single,Life Sciences,Low
2578,0,6077.00,6,3,10,Human Resources,Human Resources,38,Male,Married,Human Resources,Low
1690,0,5940.00,6,3,3,Sales,Sales Executive,54,Female,Married,Marketing,Low
2467,0,5769.00,6,3,10,Sales,Sales Executive,27,Female,Married,Marketing,Low
2303,0,5731.00,6,3,25,Research & Development,Healthcare Representative,37,Female,Divorced,Medical,Low
2305,0,5714.00,6,4,9,Sales,Sales Executive,34,Female,Married,Life Sciences,Low
1578,1,5744.00,6,3,5,Sales,Sales Executive,25,Male,Single,Marketing,Low
2374,0,6623.00,6,3,7,Research & Development,Healthcare Representative,29,Male,Divorced,Life Sciences,Low
1537,0,6499.00,6,3,11,Research & Development,Manufacturing Director,36,Male,Single,Life Sciences,Low
2924,0,6652.00,6,3,11,Sales,Sales Executive,36,Female,Married,Marketing,Low
1687,1,6696.00,6,3,26,Sales,Sales Executive,30,Female,Single,Marketing,Low
1921,0,6582.00,6,3,2,Sales,Sales Executive,31,Male,Single,Life Sciences,Low
2923,1,6728.00,6,3,1,Sales,Sales Executive,50,Male,Divorced,Life Sciences,Low
1839,1,6380.00,6,3,22,Sales,Sales Executive,40,Male,Married,Marketing,Low
1811,0,6347.00,6,3,5,Research & Development,Manufacturing Director,37,Male,Divorced,Medical,Low
2038,0,6274.00,6,4,2,Sales,Sales Executive,34,Male,Single,Other,Low
1971,0,6322.00,6,3,9,Research & Development,Research Scientist,32,Female,Married,Life Sciences,Low
1749,0,6397.00,6,4,1,Research & Development,Manufacturing Director,26,Female,Divorced,Life Sciences,Low
1943,0,6447.00,6,3,1,Research & Development,Manufacturing Director,37,Female,Married,Life Sciences,Low
1556,0,7260.00,6,3,7,Research & Development,Manufacturing Director,56,Male,Single,Life Sciences,Low
2366,0,6833.00,6,3,11,Research & Development,Healthcare Representative,31,Male,Married,Medical,Low
2348,0,7379.00,6,3,2,Research & Development,Manufacturing Director,46,Male,Divorced,Technical Degree,Low
1935,0,7491.00,6,3,1,Research & Development,Manufacturing Director,37,Female,Single,Technical Degree,Low
2265,0,7756.00,6,3,3,Research & Development,Healthcare Representative,34,Male,Single,Life Sciences,Low
2596,0,8853.00,6,3,2,Research & Development,Healthcare Representative,29,Male,Divorced,Life Sciences,Low
2682,0,9525.00,6,3,1,Sales,Sales Executive,37,Male,Divorced,Medical,Low
2253,0,9957.00,6,3,20,Research & Development,Manufacturing Director,30,Male,Married,Other,Low
2145,0,10552.00,6,3,5,Research & Development,Healthcare Representative,58,Female,Divorced,Technical Degree,Low
2463,0,10920.00,6,4,25,Research & Development,Healthcare Representative,39,Male,Married,Life Sciences,Low
2229,0,11904.00,6,3,1,Sales,Manager,59,Male,Married,Technical Degree,Low
1926,0,16184.00,6,3,1,Research & Development,Research Director,33,Female,Divorced,Medical,Low
2908,0,19431.00,6,3,9,Research & Development,Manager,39,Male,Single,Life Sciences,Low
1618,0,17181.00,7,3,10,Research & Development,Manager,41,Male,Divorced,Life Sciences,Low
2329,0,18606.00,7,3,7,Research & Development,Manager,53,Female,Divorced,Medical,Low
2481,0,14732.00,7,3,1,Research & Development,Research Director,55,Male,Divorced,Medical,Low
2376,0,16124.00,7,3,1,Research & Development,Research Director,29,Female,Divorced,Life Sciences,Low
1734,0,16872.00,7,3,2,Sales,Manager,46,Female,Married,Technical Degree,Low
1787,0,13964.00,7,3,1,Research & Development,Healthcare Representative,49,Female,Single,Technical Degree,Low
1660,0,13734.00,7,3,3,Research & Development,Healthcare Representative,51,Female,Single,Medical,Low
1906,1,13610.00,7,3,15,Research & Development,Manager,33,Male,Married,Medical,Low
2002,0,11159.00,7,3,3,Research & Development,Research Director,32,Female,Single,Life Sciences,Low
2505,0,10851.00,7,3,20,Research & Development,Healthcare Representative,45,Male,Divorced,Medical,Low
1872,0,13212.00,7,3,6,Sales,Sales Executive,56,Female,Married,Life Sciences,Low
1747,0,11996.00,7,3,22,Research & Development,Manager,35,Female,Divorced,Life Sciences,Low
1683,0,9981.00,7,3,20,Sales,Sales Executive,27,Female,Single,Life Sciences,Low
2502,1,10096.00,7,3,9,Sales,Sales Executive,46,Male,Divorced,Marketing,Low
2353,0,10252.00,7,4,1,Research & Development,Manufacturing Director,36,Female,Divorced,Technical Degree,Low
2317,0,10274.00,7,3,2,Research & Development,Manufacturing Director,35,Male,Divorced,Life Sciences,Low
2937,0,9991.00,7,3,6,Research & Development,Healthcare Representative,39,Male,Married,Medical,Low
2561,0,9715.00,7,3,8,Research & Development,Healthcare Representative,29,Female,Married,Other,Low
2767,0,9667.00,7,3,10,Research & Development,Manufacturing Director,30,Female,Single,Medical,Low
2427,0,19717.00,7,3,8,Human Resources,Manager,56,Male,Single,Life Sciences,Low
1704,0,19517.00,7,3,1,Sales,Manager,50,Female,Divorced,Medical,Low
2341,0,8966.00,7,3,17,Sales,Sales Executive,35,Male,Married,Life Sciences,Low
2595,0,8237.00,7,3,6,Sales,Sales Executive,39,Male,Married,Medical,Low
1814,0,8268.00,7,3,10,Sales,Sales Executive,29,Female,Divorced,Marketing,Low
2239,0,8396.00,7,3,26,Sales,Sales Executive,40,Male,Married,Marketing,Low
1792,0,7547.00,7,3,7,Sales,Sales Executive,31,Male,Divorced,Marketing,Low
2835,0,6834.00,7,3,1,Sales,Sales Executive,28,Male,Married,Life Sciences,Low
2776,0,6854.00,7,3,7,Research & Development,Research Scientist,54,Female,Married,Medical,Low
2703,0,6883.00,7,3,27,Research & Development,Manufacturing Director,35,Male,Married,Life Sciences,Low
2434,0,6893.00,7,3,2,Sales,Sales Executive,38,Female,Divorced,Life Sciences,Low
1672,0,6804.00,7,3,18,Research & Development,Manufacturing Director,49,Male,Divorced,Life Sciences,Low
2025,0,6811.00,7,3,7,Research & Development,Healthcare Representative,27,Female,Single,Medical,Low
2413,0,7094.00,7,3,10,Research & Development,Healthcare Representative,36,Female,Married,Technical Degree,Low
2722,0,7140.00,7,3,15,Sales,Sales Executive,30,Male,Divorced,Marketing,Low
2795,0,6384.00,7,3,29,Research & Development,Healthcare Representative,29,Male,Divorced,Life Sciences,Low
2759,0,5762.00,7,3,2,Research & Development,Manufacturing Director,35,Male,Divorced,Medical,Low
2787,0,5675.00,7,4,2,Sales,Sales Executive,43,Male,Married,Life Sciences,Low
2572,0,5878.00,7,3,5,Research & Development,Research Scientist,32,Female,Married,Life Sciences,Low
1530,0,5993.00,7,3,1,Research & Development,Manufacturing Director,37,Male,Divorced,Life Sciences,Low
1529,0,5915.00,7,4,7,Research & Development,Laboratory Technician,31,Male,Divorced,Life Sciences,Low
1824,0,5974.00,7,3,6,Research & Development,Research Scientist,37,Male,Divorced,Medical,Low
1595,1,6172.00,7,3,6,Sales,Sales Executive,31,Male,Married,Life Sciences,Low
1670,0,6261.00,7,3,29,Research & Development,Manufacturing Director,38,Male,Married,Technical Degree,Low
1592,0,6146.00,7,3,22,Sales,Sales Executive,33,Male,Married,Marketing,Low
1955,0,5460.00,7,4,6,Sales,Sales Executive,31,Male,Divorced,Medical,Low
2619,0,5377.00,7,3,10,Research & Development,Manufacturing Director,39,Male,Married,Medical,Low
2761,1,5346.00,7,3,9,Research & Development,Laboratory Technician,34,Male,Married,Life Sciences,Low
2179,0,5079.00,7,3,8,Sales,Sales Executive,36,Male,Divorced,Technical Degree,Low
2645,0,5206.00,7,3,2,Research & Development,Manufacturing Director,25,Male,Divorced,Life Sciences,Low
1480,0,5237.00,7,3,27,Research & Development,Healthcare Representative,36,Male,Married,Medical,Low
